Customer id,Gender,Age,Payment method,Frequency,Monetary,Recency,Mall_CYB,Mall_MK,Mall_ST,Mall_TKO,Category_Books,Category_Clothing,Category_Electronics,Category_Groceries,Category_Toys,Age_scaled,Cluster,PCA1,PCA2
C00001,F,24,Cash,1.0,1828.44,316.0,0.0,1.0,0.0,0.0,0.2192251318063486,0.0,0.4620550852092494,0.0,0.318719782984402,-1.3151073456547826,1,-1.1431898219560153,-2.4757628210457727
C00002,M,19,Credit Card,2.0,3256.2999999999997,250.0,0.0,0.5,0.5,0.0,0.15860639375978872,0.2673310198691767,0.3515093818137149,0.0,0.22255320455731967,-1.6503850610264106,0,-0.4878056386672433,-1.1163159689466637
C00003,M,60,Credit Card,4.0,10786.26,372.0,0.25,0.5,0.0,0.25,0.06811814289661107,0.16336895272318674,0.6362678073771633,0.012714323593163896,0.11953077340987517,1.0988922050209395,0,1.7267660882718083,-0.7030459872041439
C00004,F,30,Credit Card,4.0,7106.5599999999995,0.0,0.0,0.0,0.25,0.75,0.17979725774495678,0.48516722577449567,0.0,0.038595326008645535,0.29644019047190207,-0.9127740872088288,0,1.3268778340857363,1.5430408417878991
C00005,M,57,Mobile Payment,1.0,333.14,118.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8977255757979627,1,-2.5603311700418128,-1.1440401363188406
C00006,M,57,Cash,1.0,3683.2,607.0,0.0,1.0,0.0,0.0,0.11207917028670722,0.0,0.8879208297132928,0.0,0.0,0.8977255757979627,0,0.1022485697642232,-2.73769737068326
C00007,M,58,Credit Card,2.0,7302.4,128.0,0.0,0.5,0.0,0.5,0.017935199386503068,0.2734922765118317,0.5849953439964943,0.0,0.12357718010517092,0.9647811188722883,0,1.0343570129335378,-0.6379231128584867
C00008,F,45,Cash,2.0,1914.55,251.0,0.0,0.0,0.0,1.0,0.07386592149591287,0.0,0.0,0.0,0.9261340785040871,0.09305905890605537,1,-0.9681131866576822,-0.7844649783589085
C00009,M,44,Cash,3.0,6288.35,27.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.20960665357367192,0.1757201809695707,0.4348787837827093,0.0,0.17979438167404804,0.026003515831729752,0,0.9562932414109782,-0.953327097897128
C00010,F,66,Credit Card,4.0,15554.98,132.0,0.5,0.0,0.0,0.5,0.030977860466551554,0.3700609065392563,0.5156310069186847,0.008816469066498318,0.07451375700900933,1.5012254634668931,0,2.043231698897708,0.680895497738478
C00011,M,46,Cash,2.0,691.84,177.0,0.5,0.0,0.5,0.0,0.0,0.3313049259944496,0.0,0.0,0.6686950740055504,0.16011460198038097,1,-1.6883488486866596,0.4779146285721408
C00012,M,60,Cash,4.0,6422.63,166.0,0.0,0.5,0.0,0.5,0.06503254897137153,0.43138869902205174,0.37589429875300306,0.021352623457991507,0.10633182979558217,1.0988922050209395,0,0.9658707068389897,0.28388663832401134
C00013,F,59,Cash,3.0,5639.46,192.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.41667464615406435,0.4064626755043922,0.024317931149436287,0.152544747192107,1.031836661946614,0,0.7301508470636814,0.26930721034507277
C00014,M,66,Cash,1.0,1152.27,489.0,1.0,0.0,0.0,0.0,0.20507346368472668,0.20021349162956598,0.0,0.0,0.5947130446857073,1.5012254634668931,1,-2.2379721593751998,-0.08278350339702126
C00015,F,41,Mobile Payment,4.0,6133.03,247.0,0.25,0.25,0.0,0.5,0.06259711757483657,0.42464165347307936,0.29020728742562807,0.0,0.2225539415264559,-0.17516311339124707,0,0.7555840991665873,0.46645022339073516
C00016,F,20,Cash,1.0,2358.1800000000003,137.0,1.0,0.0,0.0,0.0,0.16997854277451255,0.32909701549500037,0.0,0.0,0.500924441730487,-1.583329517952085,1,-1.4794495940317327,0.47393120491476026
C00017,M,47,Credit Card,2.0,2804.08,458.0,0.0,0.5,0.5,0.0,0.0,0.3437455422099227,0.0,0.0,0.6562544577900774,0.2271701450547066,1,-0.9675904646006097,-0.025823522969574658
C00018,F,34,Credit Card,6.0,9029.94,174.0,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,0.08878021337904793,0.19602898801099453,0.4851183950280954,0.01518725484333229,0.21488514873852982,-0.6445519149115264,0,1.8168525536164473,-0.1944219355846024
C00019,F,60,Cash,3.0,3006.13,11.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.8871971604687755,0.0,0.045620116229171725,0.06718272330205281,1.0988922050209395,1,0.1069566467627157,3.076244514310445
C00020,F,27,Mobile Payment,2.0,2459.51,402.0,1.0,0.0,0.0,0.0,0.057499257982281025,0.8270346532439389,0.0,0.055759073961886715,0.05970701481189343,-1.1139407164318056,1,-1.3884180650712332,2.3894027380913787
C00021,F,21,Cash,3.0,7405.43,404.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.21334210167404186,0.18471310916449143,0.3712505553357468,0.01851884360530043,0.2121753902204193,-1.5162739748777594,0,0.28001684444331887,-1.0217123197844795
C00022,M,32,Cash,3.0,3436.71,173.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3183015151118367,0.3877720261529195,0.0,0.0,0.2939264587352439,-0.7786630010601776,1,-0.8675688096977558,-0.4351387898806548
C00023,F,45,Credit Card,1.0,3701.61,146.0,0.0,0.0,1.0,0.0,0.0,0.2509097392756125,0.7490902607243876,0.0,0.0,0.09305905890605537,0,0.08500407063876295,-1.3506339942456456
C00024,M,30,Credit Card,3.0,6723.889999999999,148.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.1010783936084618,0.08520514166650556,0.4921288123392858,0.025747000620176715,0.29584065176557023,-0.9127740872088288,0,1.0186541632030737,-0.6292223658726857
C00025,F,28,Mobile Payment,3.0,9049.02,234.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.25107249182784436,0.531003357269627,0.01515523227929654,0.20276891862323213,-1.04688517335748,0,1.2064480590722437,-0.436760306372133
C00026,M,65,Credit Card,4.0,12527.78,141.0,0.0,0.5,0.25,0.25,0.1299958971182444,0.20846710271093524,0.45733561732405903,0.03068460653044674,0.17351677631631462,1.4341699203925675,0,1.5412103403303632,-0.48913273814990943
C00027,F,41,Mobile Payment,5.0,14832.4,30.0,0.4,0.2,0.0,0.4,0.0462871821148297,0.21949448504625013,0.5984324856395459,0.020116771392357274,0.11566907580701707,-0.17516311339124707,0,2.713615976010977,0.253283412152629
C00028,M,45,Cash,4.0,9002.29,536.0,0.25,0.25,0.25,0.25,0.11065739939504281,0.1695968470244793,0.5734107654830048,0.05188568686412013,0.09444930123335284,0.09305905890605537,0,1.155649781674886,-0.6417383977236
C00029,F,70,Mobile Payment,1.0,2437.23,239.0,0.0,1.0,0.0,0.0,0.16937671044587502,0.774354492600206,0.0,0.056268796953918995,0.0,1.7694476357641957,1,-1.9815178835535245,0.8318147563022272
C00030,M,22,Credit Card,3.0,6549.46,218.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.050285061669206314,0.13447520864315532,0.711994576652121,0.0,0.10324515303551744,-1.4492184318034338,0,1.2343457947146483,-1.0643111003947385
C00031,F,30,Credit Card,5.0,6640.620000000001,75.0,0.2,0.2,0.2,0.4,0.19949944432899339,0.5110230671232505,0.0,0.020651686137740145,0.2688258024100159,-0.9127740872088288,0,0.45956548192072183,1.0387239043084424
C00032,M,33,Credit Card,1.0,1148.56,314.0,0.0,0.0,1.0,0.0,0.143231524691788,0.0,0.6542366093194957,0.2025318659887163,0.0,-0.711607457985852,1,-1.712589578067612,-1.6687588556946042
C00033,M,49,Cash,2.0,4889.92,145.0,0.5,0.5,0.0,0.0,0.015063641122963156,0.19009308945749623,0.7478977161180551,0.0,0.046945553301485504,0.3612812312033578,0,1.0608717815732642,-0.7813253726970826
C00034,F,70,Cash,1.0,1420.9499999999998,721.0,0.0,0.0,0.0,1.0,0.0,0.9835321439881769,0.0,0.016467856011823073,0.0,1.7694476357641957,1,-2.3558526301182456,1.7410174072013729
C00035,M,26,Credit Card,2.0,5557.34,76.0,0.0,0.5,0.5,0.0,0.0,0.41402001677061334,0.47862466575735885,0.0,0.107355317472028,-1.1809962595061312,0,0.622250674424036,-0.25691371433317317
C00036,F,25,Cash,4.0,4797.3,227.0,0.5,0.0,0.5,0.0,0.3542325891647385,0.4440039188710316,0.0,0.09648135409501178,0.1052821378692181,-1.2480518025804568,1,-0.7565553240861785,0.7119188311978883
C00037,F,68,Cash,3.0,4039.58,40.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6772387228375227,0.0,0.06789814782724936,0.2548631293352279,1.6353365496155445,1,0.09223417025722778,2.494454844930078
C00038,F,52,Credit Card,1.0,905.9100000000001,10.0,0.0,0.0,0.0,1.0,0.44247221026371275,0.0,0.0,0.0,0.5575277897362872,0.5624478604263347,1,-1.9578626430307857,-1.5179191221922648
C00039,F,47,Credit Card,7.0,10967.470000000001,432.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.15544879539219164,0.4690626005815379,0.14001861869692828,0.06832934122454859,0.16714064410479354,0.2271701450547066,0,1.0006983468066586,1.148075396306371
C00040,F,70,Cash,2.0,5740.389999999999,112.0,0.0,0.5,0.0,0.5,0.0,0.5507691986084569,0.37574450516428326,0.07348629622725981,0.0,1.7694476357641957,0,0.3007189278637226,0.7847864509402895
C00041,M,37,Cash,1.0,1002.65,446.0,0.0,0.0,1.0,0.0,0.49626489802024637,0.0,0.0,0.0,0.5037351019797536,-0.4433852856885495,1,-3.1209981959453392,-2.501334128245854
C00042,F,27,Cash,3.0,6848.2300000000005,96.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0180820445574988,0.26587015915061263,0.5429767983844,0.011623441385584302,0.1614475565219042,-1.1139407164318056,0,1.2434351532543488,-0.11078515746950139
C00043,F,50,Cash,3.0,3397.44,117.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.19205931524912875,0.5427056842799284,0.0,0.11657306677969295,0.1486619336912499,0.4283367742776834,1,-0.8372331777691732,1.275073746055894
C00044,M,37,Cash,2.0,2192.5299999999997,490.0,0.5,0.5,0.0,0.0,0.36564151915823273,0.17363958531924303,0.0,0.0,0.46071889552252415,-0.4433852856885495,1,-1.6568233956549243,-0.9189844801149959
C00045,F,54,Credit Card,2.0,6730.610000000001,249.0,0.5,0.0,0.5,0.0,0.1899025496946042,0.20225507049138192,0.4531773494527242,0.0,0.1546650303612897,0.6965589465749858,0,0.24513585046755867,-0.7423269306623153
C00046,M,61,Cash,3.0,6202.200000000001,191.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.06462868014575474,0.186475766663442,0.5071361774854084,0.08369288317048788,0.15806649253490698,1.1659477480952651,0,0.8555448000408802,-0.10661836356512779
C00047,F,65,Credit Card,1.0,2008.17,729.0,1.0,0.0,0.0,0.0,0.0,0.6811574717279912,0.0,0.06829103113780206,0.25055149713420677,1.4341699203925675,1,-1.9555181151051837,1.9965872678496104
